mid,value,ts
167672,360000,2013-01-06D07:59:59.000000000
167672,410000,2013-01-06D08:59:59.000000000
167672,760000,2013-01-06D09:59:59.000000000
167672,1030000,2013-01-06D10:59:59.000000000
167672,510000,2013-01-06D11:59:59.000000000
167672,530000,2013-01-06D12:59:59.000000000
167672,990000,2013-01-06D13:59:59.000000000
167672,700000,2013-01-06D14:59:59.000000000
167672,320000,2013-01-06D15:59:59.000000000
167672,350000,2013-01-06D16:59:59.000000000
167672,320000,2013-01-06D17:59:59.000000000
167672,340000,2013-01-06D18:59:59.000000000
167672,360000,2013-01-06D19:59:59.000000000
167672,310000,2013-01-06D20:59:59.000000000
167672,1240000,2013-01-06D21:59:59.000000000
167672,520000,2013-01-06D22:59:59.000000000
167672,270000,2013-01-06D23:59:59.000000000
167487,530000,2013-01-06D00:59:59.000000000
167487,540000,2013-01-06D01:59:59.000000000
167487,540000,2013-01-06D02:59:59.000000000
167487,530000,2013-01-06D03:59:59.000000000
167487,520000,2013-01-06D04:59:59.000000000
167487,540000,2013-01-06D05:59:59.000000000
167487,550000,2013-01-06D06:59:59.000000000
167487,520000,2013-01-06D07:59:59.000000000
167487,530000,2013-01-06D08:59:59.000000000
167487,870000,2013-01-06D09:59:59.000000000
167487,760000,2013-01-06D10:59:59.000000000
167487,600000,2013-01-06D11:59:59.000000000
167487,310000,2013-01-06D12:59:59.000000000
167487,150000,2013-01-06D13:59:59.000000000
167487,150000,2013-01-06D14:59:59.000000000
167487,140000,2013-01-06D15:59:59.000000000
167487,140000,2013-01-06D16:59:59.000000000
167487,650000,2013-01-06D17:59:59.000000000
167487,440000,2013-01-06D18:59:59.000000000
167487,570000,2013-01-06D19:59:59.000000000
167487,650000,2013-01-06D20:59:59.000000000
167487,300000,2013-01-06D21:59:59.000000000
167487,200000,2013-01-06D22:59:59.000000000
167487,130000,2013-01-06D23:59:59.000000000
166928,640000,2013-01-06D00:59:59.000000000
166928,250000,2013-01-06D01:59:59.000000000
166928,300000,2013-01-06D02:59:59.000000000
166928,230000,2013-01-06D03:59:59.000000000
166928,300000,2013-01-06D04:59:59.000000000
166928,290000,2013-01-06D05:59:59.000000000
166928,190000,2013-01-06D06:59:59.000000000
166928,210000,2013-01-06D07:59:59.000000000
166928,240000,2013-01-06D08:59:59.000000000
166928,210000,2013-01-06D09:59:59.000000000
166928,710000,2013-01-06D10:59:59.000000000
166928,1030000,2013-01-06D11:59:59.000000000
166928,2160000,2013-01-06D12:59:59.000000000
166928,2580000,2013-01-06D13:59:59.000000000
166928,2210000,2013-01-06D14:59:59.000000000
166928,1340000,2013-01-06D15:59:59.000000000
166928,3060000,2013-01-06D16:59:59.000000000
166928,1290000,2013-01-06D17:59:59.000000000
166928,610000,2013-01-06D18:59:59.000000000
166928,630000,2013-01-06D19:59:59.000000000
166928,470000,2013-01-06D20:59:59.000000000
166928,370000,2013-01-06D21:59:59.000000000
166928,280000,2013-01-06D22:59:59.000000000
166928,350000,2013-01-06D23:59:59.000000000
196892,310000,2013-01-06D00:59:59.000000000
196892,530000,2013-01-06D01:59:59.000000000
196892,360000,2013-01-06D02:59:59.000000000
196892,420000,2013-01-06D03:59:59.000000000
196892,350000,2013-01-06D04:59:59.000000000
196892,540000,2013-01-06D05:59:59.000000000
196892,220000,2013-01-06D06:59:59.000000000
196892,520000,2013-01-06D07:59:59.000000000
196892,600000,2013-01-06D08:59:59.000000000
196892,670000,2013-01-06D09:59:59.000000000
196892,350000,2013-01-06D10:59:59.000000000
196892,610000,2013-01-06D11:59:59.000000000
196892,810000,2013-01-06D12:59:59.000000000
196892,500000,2013-01-06D13:59:59.000000000
196892,530000,2013-01-06D14:59:59.000000000
196892,430000,2013-01-06D15:59:59.000000000
196892,560000,2013-01-06D16:59:59.000000000
196892,690000,2013-01-06D17:59:59.000000000
196892,1030000,2013-01-06D18:59:59.000000000
196892,1190000,2013-01-06D19:59:59.000000000
196892,1840000,2013-01-06D20:59:59.000000000
196892,1460000,2013-01-06D21:59:59.000000000
196892,3940000,2013-01-06D22:59:59.000000000
196892,630000,2013-01-06D23:59:59.000000000
153094,2280000,2013-01-06D00:59:59.000000000
153094,1910000,2013-01-06D01:59:59.000000000
153094,1700000,2013-01-06D02:59:59.000000000
153094,1790000,2013-01-06D03:59:59.000000000
153094,2580000,2013-01-06D04:59:59.000000000
153094,2000000,2013-01-06D05:59:59.000000000
153094,2170000,2013-01-06D06:59:59.000000000
153094,2530000,2013-01-06D07:59:59.000000000
153094,2630000,2013-01-06D08:59:59.000000000
153094,2100000,2013-01-06D09:59:59.000000000
153094,1590000,2013-01-06D10:59:59.000000000
153094,2020000,2013-01-06D11:59:59.000000000
153094,2330000,2013-01-06D12:59:59.000000000
153094,2400000,2013-01-06D13:59:59.000000000
153094,2340000,2013-01-06D14:59:59.000000000
153094,2740000,2013-01-06D15:59:59.000000000
153094,2680000,2013-01-06D16:59:59.000000000
153094,6420000,2013-01-06D17:59:59.000000000
153094,4130000,2013-01-06D18:59:59.000000000
153094,5090000,2013-01-06D19:59:59.000000000
153094,3670000,2013-01-06D20:59:59.000000000
153094,2850000,2013-01-06D21:59:59.000000000
153094,2700000,2013-01-06D22:59:59.000000000
